Continente y país de residencia;Continente y país de residencia;Continente y país de residencia;Continente y país de residencia;Provincia de destino;Concepto turístico;Periodo;Total
Total;;;;Granada;Turistas;2024M04;104.961
Total;;;;Granada;Turistas;2024M03;94.108
Total;;;;Granada;Turistas;2024M02;77.567
Total;;;;Granada;Turistas;2024M01;63.267
Total;;;;Granada;Turistas;2023M12;66.692
Total;;;;Granada;Turistas;2023M11;71.094
Total;;;;Granada;Turistas;2023M10;101.355
Total;;;;Granada;Turistas;2023M09;95.448
Total;;;;Granada;Turistas;2023M08;120.418
Total;;;;Granada;Turistas;2023M07;94.262
Total;;;;Granada;Turistas;2023M06;78.769
Total;;;;Granada;Turistas;2023M05;94.193
Total;;;;Granada;Turistas;2023M04;87.687
Total;;;;Granada;Turistas;2023M03;69.022
Total;;;;Granada;Turistas;2023M02;56.545
Total;;;;Granada;Turistas;2023M01;60.051
Total;;;;Granada;Turistas;2022M12;53.144
Total;;;;Granada;Turistas;2022M11;60.969
Total;;;;Granada;Turistas;2022M10;83.410
Total;;;;Granada;Turistas;2022M09;76.605
Total;;;;Granada;Turistas;2022M08;93.384
Total;;;;Granada;Turistas;2022M07;83.056
Total;;;;Granada;Turistas;2022M06;67.569
Total;;;;Granada;Turistas;2022M05;75.333
Total;;;;Granada;Turistas;2022M04;75.973
Total;;;;Granada;Turistas;2022M03;59.272
Total;;;;Granada;Turistas;2022M02;44.368
Total;;;;Granada;Turistas;2022M01;48.894
Total;;;;Granada;Turistas;2021M12;41.929
Total;;;;Granada;Turistas;2021M11;53.962
Total;;;;Granada;Turistas;2021M10;61.562
Total;;;;Granada;Turistas;2021M09;55.017
Total;;;;Granada;Turistas;2021M08;60.167
Total;;;;Granada;Turistas;2021M07;46.319
Total;;;;Granada;Turistas;2021M06;30.678
Total;;;;Granada;Turistas;2021M05;24.756
Total;;;;Granada;Turistas;2021M04;21.733
Total;;;;Granada;Turistas;2021M03;20.707
Total;;;;Granada;Turistas;2021M02;17.102
Total;;;;Granada;Turistas;2021M01;21.345
Total;;;;Granada;Turistas;2020M12;25.206
Total;;;;Granada;Turistas;2020M11;20.370
Total;;;;Granada;Turistas;2020M10;28.544
Total;;;;Granada;Turistas;2020M09;27.379
Total;;;;Granada;Turistas;2020M08;39.521
Total;;;;Granada;Turistas;2020M07;32.375
Total;;;;Granada;Turistas;2020M06;17.806
Total;;;;Granada;Turistas;2020M05;14.736
Total;;;;Granada;Turistas;2020M04;14.092
Total;;;;Granada;Turistas;2020M03;50.669
Total;;;;Granada;Turistas;2020M02;69.123
Total;;;;Granada;Turistas;2020M01;73.462
Total;;;;Granada;Turistas;2019M12;59.354
Total;;;;Granada;Turistas;2019M11;69.471
Total;;;;Granada;Turistas;2019M10;97.430
Total;;;;Granada;Turistas;2019M09;96.985
Total;;;;Granada;Turistas;2019M08;119.992
Total;;;;Granada;Turistas;2019M07;94.944
Total;;;;Guadalajara;Turistas;2025M12;21.546
Total;;;;Guadalajara;Turistas;2025M11;19.747
Total;;;;Guadalajara;Turistas;2025M10;23.764
Total;;;;Guadalajara;Turistas;2025M09;24.729
Total;;;;Guadalajara;Turistas;2025M08;26.172
Total;;;;Guadalajara;Turistas;2025M07;26.159
Total;;;;Guadalajara;Turistas;2025M06;20.171
Total;;;;Guadalajara;Turistas;2025M05;22.732
Total;;;;Guadalajara;Turistas;2025M04;22.030
Total;;;;Guadalajara;Turistas;2025M03;20.357
Total;;;;Guadalajara;Turistas;2025M02;16.438
Total;;;;Guadalajara;Turistas;2025M01;18.159
Total;;;;Guadalajara;Turistas;2024M12;16.473
Total;;;;Guadalajara;Turistas;2024M11;17.407
Total;;;;Guadalajara;Turistas;2024M10;21.955
Total;;;;Guadalajara;Turistas;2024M09;20.749
Total;;;;Guadalajara;Turistas;2024M08;19.875
Total;;;;Guadalajara;Turistas;2024M07;25.179
Total;;;;Guadalajara;Turistas;2024M06;20.216
Total;;;;Guadalajara;Turistas;2024M05;21.504
Total;;;;Guadalajara;Turistas;2024M04;21.075
Total;;;;Guadalajara;Turistas;2024M03;18.803
Total;;;;Guadalajara;Turistas;2024M02;15.931
Total;;;;Guadalajara;Turistas;2024M01;13.889
Total;;;;Guadalajara;Turistas;2023M12;18.890
Total;;;;Guadalajara;Turistas;2023M11;16.606
Total;;;;Guadalajara;Turistas;2023M10;21.871
Total;;;;Guadalajara;Turistas;2023M09;21.119
Total;;;;Guadalajara;Turistas;2023M08;23.351
Total;;;;Guadalajara;Turistas;2023M07;20.162
Total;;;;Guadalajara;Turistas;2023M06;18.121
Total;;;;Guadalajara;Turistas;2023M05;18.180
Total;;;;Guadalajara;Turistas;2023M04;17.422
Total;;;;Guadalajara;Turistas;2023M03;15.537
Total;;;;Guadalajara;Turistas;2023M02;12.709
Total;;;;Guadalajara;Turistas;2023M01;12.961
Total;;;;Guadalajara;Turistas;2022M12;14.694
Total;;;;Guadalajara;Turistas;2022M11;14.358
Total;;;;Guadalajara;Turistas;2022M10;15.664
Total;;;;Guadalajara;Turistas;2022M09;16.339
Total;;;;Guadalajara;Turistas;2022M08;18.578
Total;;;;Guadalajara;Turistas;2022M07;17.570
Total;;;;Guadalajara;Turistas;2022M06;15.960
Total;;;;Guadalajara;Turistas;2022M05;16.504
Total;;;;Guadalajara;Turistas;2022M04;15.778
Total;;;;Guadalajara;Turistas;2022M03;14.635
Total;;;;Guadalajara;Turistas;2022M02;12.310
Total;;;;Guadalajara;Turistas;2022M01;13.411
Total;;;;Guadalajara;Turistas;2021M12;15.043
Total;;;;Guadalajara;Turistas;2021M11;15.553
Total;;;;Guadalajara;Turistas;2021M10;16.334
Total;;;;Guadalajara;Turistas;2021M09;15.913
Total;;;;Guadalajara;Turistas;2021M08;17.528
Total;;;;Guadalajara;Turistas;2021M07;15.818
Total;;;;Guadalajara;Turistas;2021M06;13.670
Total;;;;Guadalajara;Turistas;2021M05;12.406
Total;;;;Guadalajara;Turistas;2021M04;11.156
Total;;;;Guadalajara;Turistas;2021M03;12.744
Total;;;;Guadalajara;Turistas;2021M02;10.298
Total;;;;Guadalajara;Turistas;2021M01;10.503
Total;;;;Guadalajara;Turistas;2020M12;11.695
Total;;;;Guadalajara;Turistas;2020M11;11.072
Total;;;;Guadalajara;Turistas;2020M10;12.629
Total;;;;Guadalajara;Turistas;2020M09;13.403
Total;;;;Guadalajara;Turistas;2020M08;15.778
Total;;;;Guadalajara;Turistas;2020M07;14.795
Total;;;;Guadalajara;Turistas;2020M06;10.275
Total;;;;Guadalajara;Turistas;2020M05;7.825
Total;;;;Guadalajara;Turistas;2020M04;6.807
Total;;;;Guadalajara;Turistas;2020M03;13.585
Total;;;;Guadalajara;Turistas;2020M02;14.114
Total;;;;Guadalajara;Turistas;2020M01;15.539
Total;;;;Guadalajara;Turistas;2019M12;15.977
Total;;;;Guadalajara;Turistas;2019M11;16.826
Total;;;;Guadalajara;Turistas;2019M10;17.972
Total;;;;Guadalajara;Turistas;2019M09;19.166
Total;;;;Guadalajara;Turistas;2019M08;19.442
Total;;;;Guadalajara;Turistas;2019M07;15.825
Total;;;;Huelva;Turistas;2025M12;46.833
Total;;;;Huelva;Turistas;2025M11;52.075
Total;;;;Huelva;Turistas;2025M10;72.475
Total;;;;Huelva;Turistas;2025M09;86.828
Total;;;;Huelva;Turistas;2025M08;108.547
Total;;;;Huelva;Turistas;2025M07;85.556
Total;;;;Huelva;Turistas;2025M06;84.431
Total;;;;Huelva;Turistas;2025M05;78.793
Total;;;;Huelva;Turistas;2025M04;79.338
Total;;;;Huelva;Turistas;2025M03;63.860
Total;;;;Huelva;Turistas;2025M02;48.558
Total;;;;Huelva;Turistas;2025M01;50.631
Total;;;;Huelva;Turistas;2024M12;43.247
Total;;;;Huelva;Turistas;2024M11;38.667
Total;;;;Huelva;Turistas;2024M10;65.562
Total;;;;Huelva;Turistas;2024M09;77.373
Total;;;;Huelva;Turistas;2024M08;93.309
Total;;;;Huelva;Turistas;2024M07;76.248
Total;;;;Huelva;Turistas;2024M06;72.053
Total;;;;Huelva;Turistas;2024M05;68.595
Total;;;;Huelva;Turistas;2024M04;72.099
Total;;;;Huelva;Turistas;2024M03;58.567
Total;;;;Huelva;Turistas;2024M02;46.130
Total;;;;Huelva;Turistas;2024M01;31.972
Total;;;;Huelva;Turistas;2023M12;42.467
Total;;;;Huelva;Turistas;2023M11;40.509
Total;;;;Huelva;Turistas;2023M10;66.068
Total;;;;Huelva;Turistas;2023M09;76.652
Total;;;;Huelva;Turistas;2023M08;93.772
Total;;;;Huelva;Turistas;2023M07;68.893
Total;;;;Huelva;Turistas;2023M06;51.963
Total;;;;Huelva;Turistas;2023M05;48.746
Total;;;;Huelva;Turistas;2023M04;53.937
Total;;;;Huelva;Turistas;2023M03;36.014
Total;;;;Huelva;Turistas;2023M02;27.891
Total;;;;Huelva;Turistas;2023M01;25.595
Total;;;;Huelva;Turistas;2022M12;24.021
Total;;;;Huelva;Turistas;2022M11;25.416
Total;;;;Huelva;Turistas;2022M10;39.828
Total;;;;Huelva;Turistas;2022M09;49.775
Total;;;;Huelva;Turistas;2022M08;61.908
Total;;;;Huelva;Turistas;2022M07;51.113
Total;;;;Huelva;Turistas;2022M06;48.782
Total;;;;Huelva;Turistas;2022M05;48.779
Total;;;;Huelva;Turistas;2022M04;44.527
Total;;;;Huelva;Turistas;2022M03;34.727
Total;;;;Huelva;Turistas;2022M02;26.667
Total;;;;Huelva;Turistas;2022M01;24.847
Total;;;;Huelva;Turistas;2021M12;24.161
Total;;;;Huelva;Turistas;2021M11;29.323
Total;;;;Huelva;Turistas;2021M10;35.556
Total;;;;Huelva;Turistas;2021M09;44.026
Total;;;;Huelva;Turistas;2021M08;55.328
Total;;;;Huelva;Turistas;2021M07;37.590
Total;;;;Huelva;Turistas;2021M06;32.287
Total;;;;Huelva;Turistas;2021M05;25.009
Total;;;;Huelva;Turistas;2021M04;21.439
Total;;;;Huelva;Turistas;2021M03;21.853
Total;;;;Huelva;Turistas;2021M02;17.307
Total;;;;Huelva;Turistas;2021M01;16.092
Total;;;;Huelva;Turistas;2020M12;19.431
Total;;;;Huelva;Turistas;2020M11;17.688
Total;;;;Huelva;Turistas;2020M10;24.252
Total;;;;Huelva;Turistas;2020M09;30.526
Total;;;;Huelva;Turistas;2020M08;42.223
Total;;;;Huelva;Turistas;2020M07;32.388
Total;;;;Huelva;Turistas;2020M06;19.459
Total;;;;Huelva;Turistas;2020M05;20.003
Total;;;;Huelva;Turistas;2020M04;17.161
Total;;;;Huelva;Turistas;2020M03;34.436
Total;;;;Huelva;Turistas;2020M02;35.369
Total;;;;Huelva;Turistas;2020M01;33.256
Total;;;;Huelva;Turistas;2019M12;30.539
Total;;;;Huelva;Turistas;2019M11;34.599
Total;;;;Huelva;Turistas;2019M10;48.850
Total;;;;Huelva;Turistas;2019M09;58.647
Total;;;;Huelva;Turistas;2019M08;85.315
Total;;;;Huelva;Turistas;2019M07;55.255
Total;;;;Huesca;Turistas;2025M12;24.345
